clip_name,code_switched,original_transcription,new_transcription,timestamp,processed,annotator
HH20220403-1[11_309-11_324].wav,,ŋàtá ɲùcò,,,,Aaron
HH20220403-1[12_403-12_422].wav,,ŋàtìðìjí ɲùcò,,,,Aaron
HH20220403-1[13_344-13_350].wav,,ŋátíðú,,,,Aaron
HH20220403-1[13_367-13_373].wav,,ŋátíðú,,,,Aaron
HH20220403-1[13_501-13_510].wav,,ŋàtìðá,,,,Aaron
HH20220403-1[16_283-16_340].wav,,kúkú ŋgáŋát̺ìt̺ɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[16_351-16_374].wav,,kúkú ŋgáŋát̺ìt̺ɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[17_399-17_430].wav,,kúkú ŋgáŋàt̺ìt̺ɔ́ wɛn ŋucɔ,,,,Aaron
HH20220403-1[17_437-17_463].wav,,kúkú ŋgáŋàt̺ìt̺ɔ́ wɛn ŋucɔ,,,,Aaron
HH20220403-1[18_404-18_426].wav,,láŋát̺ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[18_429-18_446].wav,,láŋát̺ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[19_165-19_199].wav,,kúkú ŋà wɛ̀n gɛ́ láŋát̺ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[19_211-19_249].wav,,kúkú ŋà wɛ̀n gɛ́ láŋát̺ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[19_508-19_552].wav,,kúkú ŋà wɛ̀n gɛ́ láŋát̺ɜ̀ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[20_036-20_054].wav,,láŋát̺ɜ̀ìt̺ɔ̀ ɔɾa ŋucɔ,,,,Aaron
HH20220403-1[21_442-21_468].wav,,kúkú ŋà wɛ̀n gɛ́ láŋát̺ìðìt̺ɔ̀ ŋucɔ,,,,Aaron
HH20220403-1[22_051-22_074].wav,,láŋát̺ìðìt̺ɔ̀ kukuŋu ŋucɔ,,,,Aaron
HH20220403-1[22_252-22_282].wav,,kúkú ŋà wɛ̀n gɛ́ láŋát̺ìðìt̺ɔ̀ ŋucɔ,,,,Aaron
HH20220403-1[22_495-22_519].wav,,láŋát̺ìðìt̺ɔ̀ kukuŋu ŋucɔ,,,,Aaron
HH20220403-1[24_135-24_158].wav,,kuku ŋgáŋát̺ìðìt̺ɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[28_223-28_234].wav,,láŋát̺ìðɔ̀ ŋucɔ,,,,Aaron
HH20220403-1[28_509-28_524].wav,,kukuŋa wɛn gɛ láŋátìðɔ̀,,,,Aaron
HH20220403-1[29_132-29_171].wav,,kúkú ŋà wɛ̀n gɛ́ láŋátðìjɔ̀ kalɔŋu ŋucɔ,,,,Aaron
HH20220403-1[29_353-29_402].wav,,kúkú ŋgáŋátìðìjɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[30_255-30_284].wav,,kúkú ŋgáŋàtìðìjí wɛn ŋucɔ,,,,Aaron
HH20220403-1[30_354-30_377].wav,,kúkú ŋgáŋàtìðìjí wɛn ŋucɔ,,,,Aaron
HH20220403-1[30_594-31_008].wav,,kúkú ŋgáŋátìjɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[31_171-31_184].wav,,kúkú ŋgáŋátìjɔ̀ wɛn ŋucɔ,,,,Aaron
HH20220403-1[33_107-33_122].wav,,kĺcí ɛɾaðɛ,,,,Aaron
HH20220403-1[33_208-33_227].wav,,kĺcí ɛɾaðɛ nɛ ari,,,,Aaron
HH20220403-1[33_367-33_404].wav,,kúkú ŋgákĺcà ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[33_466-33_504].wav,,kúkú ŋgákĺcà ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[34_192-34_230].wav,,kúkú ŋgákl̀cí ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[34_241-34_266].wav,,kúkú ŋgákl̀cí ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[35_257-35_301].wav,,kúkú ŋgákĺcàcà ɛɾaðɛ n ari ɛɽɛ,,,,Aaron
HH20220403-1[36_198-36_211].wav,,kúkú ŋgákĺcàt̺à ɛɾaðɛ n ari ɛɽɛ,,,,Aaron
HH20220403-1[36_376-36_389].wav,,ŋgákĺcàtà ɛɾaðɛ ɛɽɛ,,,,Aaron
HH20220403-1[37_098-37_114].wav,,kúkú ŋgákĺcàtà ɛɾaðɛ ɛɽɛ,,,,Aaron
HH20220403-1[37_231-37_280].wav,,kúkú ŋgákĺcàtà kálɔ́ŋǔ ɛɾaðɛ,,,,Aaron
HH20220403-1[38_305-38_338].wav,,kúkú ŋgákĺcàt̺à ɛɾaðɛ n ari ju,,,,Aaron
HH20220403-1[38_486-38_536].wav,,kúkú ŋgákl̀càcí ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[39_160-39_200].wav,,kúkú ŋgákl̀càt̺ɔ́ ɛɾaðɛ n ari ju,,,,Aaron
HH20220403-1[39_362-39_377].wav,,ŋgákl̀càt̺ɔ́,,,,Aaron
HH20220403-1[39_402-39_426].wav,,ŋgákl̀càt̺ɔ́  ŋgákl̀càcí,,,,Aaron
HH20220403-1[39_550-40_020].wav,,kúkú ŋgákl̀cìtɔ́ kálɔ́ŋú ɛɾaðɛ n ari,,,,Aaron
HH20220403-1[40_391-40_422].wav,,kúkú ŋgákĺcìtɔ̀ kálɔ́ŋú ɛɾaðɛ n ari,,,,Aaron
HH20220405[00_131-00_149].wav,,ɜ́ɽíðú t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_156-00_170].wav,,ɜ́ɽíðú t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_175-00_189].wav,,ɜ́ɽíðú t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_201-00_216].wav,,ɜ̀ɽ̀ðá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_223-00_238].wav,,ɜ̀ɽ̀ðá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_245-00_259].wav,,ɜ̀ɽ̀ðá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[00_273-00_293].wav,,lùrnɔ̀ làɽ̀ðú únɛ̄ɾɛ̀,,,,Aaron
HH20220405[00_299-00_320].wav,,lùrnɔ̀ làɽ̀ðú únɛ̄ɾɛ̀,,,,Aaron
HH20220405[00_329-00_349].wav,,lùrnɔ̀ làɽ̀ðú únɛ̄ɾɛ̀,,,,Aaron
HH20220405[00_363-00_383].wav,,lùrnɔ̀ láɽ̀ð̀ ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[00_391-00_412].wav,,lùrnɔ̀ láɽ̀ð̀ ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[00_421-00_440].wav,,lùrnɔ̀ láɽ̀ð̀ ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[00_458-00_477].wav,,lùrnɔ̀ láɽ̀ðà nd̪ɔ̀bà,,,,Aaron
HH20220405[00_483-00_503].wav,,lùrnɔ̀ láɽ̀ðà nd̪ɔ̀bà,,,,Aaron
HH20220405[00_510-00_529].wav,,lùrnɔ̀ láɽ̀ðà nd̪ɔ̀bà,,,,Aaron
HH20220405[00_541-00_562].wav,,lùrnɔ̀ láɽ̀ðú nd̪ɔ̀bà,,,,Aaron
HH20220405[00_569-00_590].wav,,lùrnɔ̀ láɽ̀ðú nd̪ɔ̀bà,,,,Aaron
HH20220405[00_598-01_019].wav,,lùrnɔ̀ láɽ̀ðú nd̪ɔ̀bà,,,,Aaron
HH20220405[01_079-01_100].wav,,ámácí ní t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_105-01_126].wav,,ámácí ní t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_131-01_152].wav,,ámácí ní t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_161-01_184].wav,,àmàcá jú t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_189-01_209].wav,,àmàcá jú t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_215-01_235].wav,,àmàcá jú t̪ɔ́wə̀nì,,,,Aaron
HH20220405[01_244-01_270].wav,,lùrnɔ̀ làmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_275-01_302].wav,,lùrnɔ̀ làmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_307-01_332].wav,,lùrnɔ̀ làmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_341-01_369].wav,,lùrnɔ̀ lǎmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_371-01_396].wav,,lùrnɔ̀ lǎmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_403-01_429].wav,,lùrnɔ̀ lǎmàcí ní ùnɛ́ɾɛ̀,,,,Aaron
HH20220405[01_440-01_465].wav,,lùrnɔ̀ lámàcà ní nd̪ɔ̀bà,,,,Aaron
HH20220405[01_471-01_495].wav,,lùrnɔ̀ lámàcà ní nd̪ɔ̀bà,,,,Aaron
HH20220405[01_501-01_526].wav,,lùrnɔ̀ lámàcà ní nd̪ɔ̀bà,,,,Aaron
HH20220405[01_538-01_564].wav,,lùrnɔ̀ lámàcí jú nd̪ɔ̀bà,,,,Aaron
HH20220405[01_569-01_593].wav,,lùrnɔ̀ lámàcí jú nd̪ɔ̀bà,,,,Aaron
HH20220405[01_599-02_024].wav,,lùrnɔ̀ lámàcí jú nd̪ɔ̀bà,,,,Aaron
HH20220405[02_068-02_087].wav,,ávə́ðácí t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_093-02_110].wav,,ávə́ðácí t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_116-02_132].wav,,ávə́ðácí t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_141-02_160].wav,,̀àvə̀ðàcá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_167-02_184].wav,,̀àvə̀ðàcá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_191-02_208].wav,,̀àvə̀ðàcá t̪ɔ̀wə̀nì,,,,Aaron
HH20220405[02_220-02_247].wav,,lùrnɔ̀ làvə̀ðàcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_254-02_280].wav,,lùrnɔ̀ làvə̀ðàcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_287-02_310].wav,,lùrnɔ̀ làvə̀ðàcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_319-02_343].wav,,lùrnɔ̀ lávə̀ðàcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_348-02_370].wav,,lùrnɔ̀ lávə̀ðàcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_377-02_397].wav,,lùrnɔ̀ lávə̀ðàcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[02_409-02_432].wav,,lùrnɔ̀ lávə̀ðàcà nd̪ɔ̀bà,,,,Aaron
HH20220405[02_437-02_460].wav,,lùrnɔ̀ lávə̀ðàcà nd̪ɔ̀bà,,,,Aaron
HH20220405[02_467-02_489].wav,,lùrnɔ̀ lávə̀ðàcà nd̪ɔ̀bà,,,,Aaron
HH20220405[02_498-02_521].wav,,lùrnɔ̀ lávə̀ðàcí nd̪ɔ̀bà,,,,Aaron
HH20220405[02_527-02_549].wav,,lùrnɔ̀ lávə̀ðàcí nd̪ɔ̀bà,,,,Aaron
HH20220405[02_555-02_576].wav,,lùrnɔ̀ lávə̀ðàcí nd̪ɔ̀bà,,,,Aaron
HH20220405[03_036-03_051].wav,,bə́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_056-03_071].wav,,bə́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_078-03_093].wav,,bə́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_102-03_117].wav,,bə̀ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_125-03_139].wav,,bə̀ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_144-03_159].wav,,bə̀ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_174-03_198].wav,,lùrnɔ̀ lə̀bə̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[03_202-03_223].wav,,lùrnɔ̀ lə̀bə̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[03_228-03_251].wav,,lùrnɔ̀ lə̀bə̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[03_259-03_282].wav,,lùrnɔ̀ làbə́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[03_289-03_308].wav,,lùrnɔ̀ làbə́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[03_314-03_333].wav,,lùrnɔ̀ làbə́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[03_345-03_363].wav,,lùrnɔ̀ lábə́ɽɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_368-03_390].wav,,lùrnɔ̀ lábə́ɽɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_394-03_414].wav,,lùrnɔ̀ lábə́ɽɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_421-03_443].wav,,lùrnɔ̀ lábə̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_447-03_471].wav,,lùrnɔ̀ lábə̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_477-03_496].wav,,lùrnɔ̀ lábə̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[03_564-03_585].wav,,kéɲɔ́ lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[03_590-04_008].wav,,kéɲɔ́ lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_013-04_034].wav,,kéɲɔ́ lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_042-04_063].wav,,kèɲá lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_067-04_088].wav,,kèɲá lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_094-04_113].wav,,kèɲá lídɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_121-04_147].wav,,lùrnɔ̀ lə̀kèɲɔ́ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_152-04_175].wav,,lùrnɔ̀ lə̀kèɲɔ́ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_179-04_205].wav,,lùrnɔ̀ lə̀kèɲɔ́ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_212-04_236].wav,,lùrnɔ̀ làkéɲɛ̀ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_241-04_264].wav,,lùrnɔ̀ làkéɲɛ̀ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_269-04_294].wav,,lùrnɔ̀ làkéɲɛ̀ lídɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[04_306-04_327].wav,,lùrnɔ̀ lákéɲà lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_332-04_354].wav,,lùrnɔ̀ lákéɲà lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_360-04_382].wav,,lùrnɔ̀ lákéɲà lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_391-04_414].wav,,lùrnɔ̀ lákèɲɔ́ lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_419-04_444].wav,,lùrnɔ̀ lákèɲɔ́ lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_449-04_471].wav,,lùrnɔ̀ lákèɲɔ́ lídɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[04_520-04_536].wav,,lɛ́ŋcí t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_542-04_557].wav,,lɛ́ŋcí t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_564-04_579].wav,,lɛ́ŋcí t̪ɔ́wə̀nì,,,,Aaron
HH20220405[04_589-05_007].wav,,lɛ̀ŋcá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_012-05_029].wav,,lɛ̀ŋcá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_035-05_050].wav,,lɛ̀ŋcá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_060-05_084].wav,,lùrnɔ̀ lɛ̀lɛ̀ŋcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_089-05_114].wav,,lùrnɔ̀ lɛ̀lɛ̀ŋcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_120-05_145].wav,,lùrnɔ̀ lɛ̀lɛ̀ŋcí ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_154-05_175].wav,,lùrnɔ̀ làlɛ́ŋcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_179-05_204].wav,,lùrnɔ̀ làlɛ́ŋcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_207-05_230].wav,,lùrnɔ̀ làlɛ́ŋcì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[05_241-05_261].wav,,lùrnɔ̀ lálɛ́ŋcà nd̪ɔ̀bà,,,,Aaron
HH20220405[05_265-05_288].wav,,lùrnɔ̀ lálɛ́ŋcà nd̪ɔ̀bà,,,,Aaron
HH20220405[05_293-05_314].wav,,lùrnɔ̀ lálɛ́ŋcà nd̪ɔ̀bà,,,,Aaron
HH20220405[05_323-05_346].wav,,lùrnɔ̀ lálɛ̀ŋcí nd̪ɔ̀bà,,,,Aaron
HH20220405[05_350-05_376].wav,,lùrnɔ̀ lálɛ̀ŋcí nd̪ɔ̀bà,,,,Aaron
HH20220405[05_378-05_398].wav,,lùrnɔ̀ lálɛ̀ŋcí nd̪ɔ̀bà,,,,Aaron
HH20220405[05_450-05_464].wav,,t̪ɔ́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_471-05_486].wav,,t̪ɔ́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_493-05_507].wav,,t̪ɔ́ɽɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_518-05_533].wav,,t̪ɔ̀ɽá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_538-05_552].wav,,t̪ɔ̀ɽá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_558-05_572].wav,,t̪ɔ̀ɽá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[05_585-06_007].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[06_013-06_031].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[06_038-06_057].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀ɽɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[06_068-06_090].wav,,lùrnɔ̀ làt̪ɔ́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[06_095-06_115].wav,,lùrnɔ̀ làt̪ɔ́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[06_121-06_141].wav,,lùrnɔ̀ làt̪ɔ́ɽɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[06_155-06_178].wav,,lùrnɔ̀ lát̪ɔ́ɽà nd̪ɔ̀bà,,,,Aaron
HH20220405[06_182-06_202].wav,,lùrnɔ̀ lát̪ɔ́ɽà nd̪ɔ̀bà,,,,Aaron
HH20220405[06_210-06_228].wav,,lùrnɔ̀ lát̪ɔ́ɽà nd̪ɔ̀bà,,,,Aaron
HH20220405[06_241-06_263].wav,,lùrnɔ̀ lát̪ɔ̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[06_270-06_292].wav,,lùrnɔ̀ lát̪ɔ̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[06_298-06_321].wav,,lùrnɔ̀ lát̪ɔ̀ɽɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[06_369-06_384].wav,,t̪ɔ́t̪ɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_391-06_407].wav,,t̪ɔ́t̪ɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_414-06_429].wav,,t̪ɔ́t̪ɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_440-06_455].wav,,t̪ɔ̀t̪á t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_462-06_477].wav,,t̪ɔ̀t̪á t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_485-06_500].wav,,t̪ɔ̀t̪á t̪ɔ́wə̀nì,,,,Aaron
HH20220405[06_515-06_545].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀t̪ɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[06_549-06_571].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀t̪ɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[06_576-06_595].wav,,lùrnɔ̀ lɛ̀t̪ɔ̀t̪ɔ́ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_005-07_026].wav,,lùrnɔ̀ làt̪ɔ́t̪ɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_033-07_055].wav,,lùrnɔ̀ làt̪ɔ́t̪ɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_061-07_084].wav,,lùrnɔ̀ làt̪ɔ́t̪ɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_096-07_118].wav,,lùrnɔ̀ lát̪ɔ́t̪à nd̪ɔ̀bà,,,,Aaron
HH20220405[07_122-07_145].wav,,lùrnɔ̀ lɔ́t̪ɔ́t̪à nd̪ɔ̀bà,,,,Aaron
HH20220405[07_149-07_170].wav,,lùrnɔ̀ lát̪ɔ́t̪à nd̪ɔ̀bà,,,,Aaron
HH20220405[07_180-07_205].wav,,lùrnɔ̀ lɔ́t̪ɔ̀t̪ɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[07_206-07_228].wav,,lùrnɔ̀ lát̪ɔ̀t̪ɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[07_232-07_253].wav,,lùrnɔ̀ lát̪ɔ̀t̪ɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[07_294-07_310].wav,,úmɔ́ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_315-07_330].wav,,úmɔ́ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_334-07_349].wav,,úmɔ́ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_358-07_373].wav,,ùmɔ̀ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_377-07_391].wav,,ùmɔ̀ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_397-07_411].wav,,ùmɔ̀ðɔ́ t̪ɔ́wə̀nì,,,,Aaron
HH20220405[07_419-07_440].wav,,lùrnɔ̀ lùmɔ̀ðɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[07_445-07_466].wav,,lùrnɔ̀ lùmɔ̀ðɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[07_473-07_493].wav,,lùrnɔ̀ lùmɔ̀ðɔ́ ūnɛ̄ɾɛ̀,,,,Aaron
HH20220405[07_505-07_530].wav,,lùrnɔ̀ làúmə̀ðɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_535-07_559].wav,,lùrnɔ̀ làúmə̀ðɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_565-07_588].wav,,lùrnɔ̀ làúmə̀ðɛ̀ ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[07_597-08_020].wav,,lùrnɔ̀ láúmɔ̀ðɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_026-08_047].wav,,lùrnɔ̀ láúmɔ̀ðɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_054-08_075].wav,,lùrnɔ̀ láúmɔ̀ðɔ̀ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_083-08_106].wav,,lùrnɔ̀ láùmɔ̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_110-08_132].wav,,lùrnɔ̀ láùmɔ̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_135-08_157].wav,,lùrnɔ̀ láùmɔ̀ðɔ́ nd̪ɔ̀bà,,,,Aaron
HH20220405[08_204-08_220].wav,,vɜ́ɾó t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_224-08_240].wav,,vɜ́ɾó t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_247-08_263].wav,,vɜ́ɾó t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_271-08_286].wav,,vɜ̀ɾá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_295-08_308].wav,,vɜ̀ɾá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_317-08_331].wav,,vɜ̀ɾá t̪ɔ́wə̀nì,,,,Aaron
HH20220405[08_340-08_360].wav,,lùrnɔ̀ làvɜ́ɾì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_368-08_390].wav,,lùrnɔ̀ làvɜ́ɾì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_396-08_418].wav,,lùrnɔ̀ làvɜ́ɾì ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_427-08_451].wav,,lùrnɔ̀ lə̀vɜ̀ɾó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_458-08_478].wav,,lùrnɔ̀ lə̀vɜ̀ɾó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_486-08_508].wav,,lùrnɔ̀ lə̀vɜ̀ɾó ùnɛ̀ɾɛ̀,,,,Aaron
HH20220405[08_517-08_538].wav,,lùrnɔ̀ lávɜ́ɾà nd̪ɔ̀bà,,,,Aaron
HH20220405[08_544-08_567].wav,,lùrnɔ̀ lávɜ́ɾà nd̪ɔ̀bà,,,,Aaron
HH20220405[08_573-08_593].wav,,lùrnɔ̀ lávɜ́ɾà nd̪ɔ̀bà,,,,Aaron
HH20220405[09_002-09_021].wav,,lùrnɔ̀ lávɜ̀ɾó nd̪ɔ̀bà,,,,Aaron
HH20220405[09_027-09_047].wav,,lùrnɔ̀ lávɜ̀ɾó nd̪ɔ̀bà,,,,Aaron
HH20220405[09_052-09_073].wav,,lùrnɔ̀ lávɜ̀ɾó nd̪ɔ̀bà,,,,Aaron
HH20220629-1[00_498-00_526].wav,,ɛ̀làɽà kə̀ðìɲɔ́ múðù,,,,Aaron
HH20220629-1[00_553-00_576].wav,,ɛ̀làɽà kə̀ðìɲɔ́ múðù,,,,Aaron
HH20220629-1[01_080-01_102].wav,,ɛ̀làɽà kə̀ðìɲɔ́ múðɔ̀,,,,Aaron
HH20220629-1[01_143-01_162].wav,,ɛ̀làɽà kə̀ðìɲɔ́ múðɔ̀,,,,Aaron
